id_microrregiao,fk_id_estado,fk_id_mesorregiao,nome
001,11,01,"Porto Velho"
001,12,01,"Cruzeiro do Sul"
001,13,01,"Rio Negro"
001,14,01,"Boa Vista"
001,15,01,Óbidos
001,16,01,Oiapoque
001,17,01,"Bico do Papagaio"
001,21,01,"Litoral Ocidental Maranhense"
001,22,01,"Baixo Parnaíba Piauiense"
001,23,01,"Litoral de Camocim e Acaraú"
001,24,01,Mossoró
001,25,01,"Catolé do Rocha"
001,26,01,Araripina
001,27,01,"Serrana do Sertão Alagoano"
001,28,01,"Sergipana do Sertão do São Francisco"
001,29,01,Barreiras
001,31,01,Unaí
001,32,01,"Barra de São Francisco"
001,33,01,Itaperuna
001,35,01,Jales
001,41,01,Paranavaí
001,42,01,"São Miguel do Oeste"
001,43,01,"Santa Rosa"
001,50,01,"Baixo Pantanal"
001,51,01,Aripuanã
001,52,01,"São Miguel do Araguaia"
001,53,01,Brasília
002,11,01,Guajará-Mirim
002,12,01,Tarauacá
002,13,01,Japurá
002,14,01,"Nordeste de Roraima"
002,15,01,Santarém
002,16,01,Amapá
002,17,01,Araguaína
002,21,01,"Aglomeração Urbana de São Luís"
002,22,01,"Litoral Piauiense"
002,23,01,Ibiapaba
002,24,01,"Chapada do Apodi"
002,25,01,Cajazeiras
002,26,01,Salgueiro
002,27,01,"Alagoana do Sertão do São Francisco"
002,28,01,Carira
002,29,01,Cotegipe
002,31,01,Paracatu
002,32,01,"Nova Venécia"
002,33,01,"Santo Antônio de Pádua"
002,35,01,Fernandópolis
002,41,01,Umuarama
002,42,01,Chapecó
002,43,01,"Três Passos"
002,50,01,Aquidauana
002,51,01,"Alta Floresta"
002,52,01,"Rio Vermelho"
003,11,02,Ariquemes
003,12,02,"Sena Madureira"
003,13,02,"Alto Solimões"
003,14,02,Caracaraí
003,15,01,Almeirim
003,16,02,Macapá
003,17,01,"Miracema do Tocantins"
003,21,01,Rosário
003,22,02,Teresina
003,23,01,Coreaú
003,24,01,"Médio Oeste"
003,25,01,Sousa
003,26,01,Pajeú
003,27,01,"Santana do Ipanema"
003,28,02,"Nossa Senhora das Dores"
003,29,01,"Santa Maria da Vitória"
003,31,02,Januária
003,32,01,Colatina
003,33,02,"Campos dos Goytacazes"
003,35,01,Votuporanga
003,41,01,Cianorte
003,42,01,Xanxerê
003,43,01,"Frederico Westphalen"
003,50,02,"Alto Taquari"
003,51,01,Colíder
003,52,01,Aragarças
004,11,02,Ji-Paraná
004,12,02,"Rio Branco"
004,13,02,Juruá
004,14,02,"Sudeste de Roraima"
004,15,02,Portel
004,16,02,Mazagão
004,17,01,"Rio Formoso"
004,21,01,"Lençóis Maranhenses"
004,22,02,"Campo Maior"
004,23,01,Meruoca
004,24,01,"Vale do Açu"
004,25,01,Patos
004,26,01,"Sertão do Moxotó"
004,27,01,Batalha
004,28,02,"Agreste de Itabaiana"
004,29,02,Juazeiro
004,31,02,Janaúba
004,32,02,Montanha
004,33,02,Macaé
004,35,01,"São José do Rio Preto"
004,41,02,Goioerê
004,42,01,Joaçaba
004,43,01,Erechim
004,50,02,"Campo Grande"
004,51,01,Parecis
004,52,02,Porangatu
005,11,02,"Alvorada D'Oeste"
005,12,02,Brasiléia
005,13,03,Tefé
005,15,02,"Furos de Breves"
005,17,01,Gurupi
005,21,01,"Baixada Maranhense"
005,22,02,"Médio Parnaíba Piauiense"
005,23,01,Sobral
005,24,01,"Serra de São Miguel"
005,25,01,Piancó
005,26,02,Petrolina
005,27,02,"Palmeira dos Índios"
005,28,02,"Tobias Barreto"
005,29,02,"Paulo Afonso"
005,31,02,Salinas
005,32,02,"São Mateus"
005,33,03,"Três Rios"
005,35,01,Catanduva
005,41,02,"Campo Mourão"
005,42,01,Concórdia
005,43,01,Sananduva
005,50,03,Cassilândia
005,51,01,Arinos
005,52,02,"Chapada dos Veadeiros"
006,11,02,Cacoal
006,13,03,Coari
006,15,02,Arari
006,17,02,"Porto Nacional"
006,21,01,"Itapecuru Mirim"
006,22,02,"Valença do Piauí"
006,23,01,Ipu
006,24,01,"Pau dos Ferros"
006,25,01,Itaporanga
006,26,02,Itaparica
006,27,02,Arapiraca
006,28,02,"Agreste de Lagarto"
006,29,02,Barra
006,31,02,Pirapora
006,32,02,Linhares
006,33,03,Cantagalo-Cordeiro
006,35,01,Auriflama
006,41,03,Astorga
006,42,02,Canoinhas
006,43,01,"Cerro Largo"
006,50,03,Paranaíba
006,51,01,"Alto Teles Pires"
006,52,03,Ceres
007,11,02,Vilhena
007,13,03,Manaus
007,15,03,Belém
007,17,02,Jalapão
007,21,02,Gurupi
007,22,03,"Alto Parnaíba Piauiense"
007,23,01,"Santa Quitéria"
007,24,01,Umarizal
007,25,01,"Serra do Teixeira"
007,26,03,"Vale do Ipanema"
007,27,02,Traipu
007,28,03,Propriá
007,29,02,"Bom Jesus da Lapa"
007,31,02,"Montes Claros"
007,32,03,"Afonso Cláudio"
007,33,03,"Nova Friburgo"
007,35,01,Nhandeara
007,41,03,Porecatu
007,42,02,"São Bento do Sul"
007,43,01,"Santo Ângelo"
007,50,03,"Três Lagoas"
007,51,01,Sinop
007,52,03,Anápolis
008,11,02,"Colorado do Oeste"
008,13,03,"Rio Preto da Eva"
008,15,03,Castanhal
008,17,02,Dianópolis
008,21,02,Pindaré
008,22,03,Bertolínia
008,23,02,Itapipoca
008,24,02,Macau
008,25,02,"Seridó Ocidental Paraibano"
008,26,03,"Vale do Ipojuca"
008,27,03,"Serrana dos Quilombos"
008,28,03,Cotinguiba
008,29,03,"Senhor do Bonfim"
008,31,02,"Grão Mogol"
008,32,03,"Santa Teresa"
008,33,03,"Santa Maria Madalena"
008,35,01,"Novo Horizonte"
008,41,03,Floraí
008,42,02,Joinville
008,43,01,Ijuí
008,50,03,"Nova Andradina"
008,51,01,Paranatinga
008,52,03,Iporá
009,13,03,Itacoatiara
009,15,04,Salgado
009,21,02,Imperatriz
009,22,03,Floriano
009,23,02,"Baixo Curu"
009,24,02,Angicos
009,25,02,"Seridó Oriental Paraibano"
009,26,03,"Alto Capibaribe"
009,27,03,"Mata Alagoana"
009,28,03,Japaratuba
009,29,03,Irecê
009,31,02,Bocaiúva
009,32,03,Vitória
009,33,04,"Bacia de São João"
009,35,02,Barretos
009,41,03,Maringá
009,42,03,Curitibanos
009,43,01,Carazinho
009,50,04,Bodoquena
009,51,02,"Norte Araguaia"
009,52,03,Anicuns
010,13,03,Parintins
010,15,04,Bragantina
010,21,03,"Médio Mearim"
010,22,03,"Alto Médio Gurguéia"
010,23,02,Uruburetama
010,24,02,"Serra de Santana"
010,25,02,"Cariri Ocidental"
010,26,03,"Médio Capibaribe"
010,27,03,"Litoral Norte Alagoano"
010,28,03,"Baixo Cotinguiba"
010,29,03,Jacobina
010,31,03,Diamantina
010,32,03,Guarapari
010,33,04,Lagos
010,35,02,"São Joaquim da Barra"
010,41,03,Apucarana
010,42,03,"Campos de Lages"
010,43,01,"Passo Fundo"
010,50,04,Dourados
010,51,02,Canarana
010,52,03,Goiânia
011,13,04,"Boca do Acre"
011,15,04,Cametá
011,21,03,"Alto Mearim e Grajaú"
011,22,03,"São Raimundo Nonato"
011,23,02,"Médio Curu"
011,24,02,"Seridó Ocidental"
011,25,02,"Cariri Oriental"
011,26,03,Garanhuns
011,27,03,Maceió
011,28,03,Aracaju
011,29,03,Itaberaba
011,31,03,Capelinha
011,32,04,Alegre
011,33,05,"Vale do Paraíba Fluminense"
011,35,02,Ituverava
011,41,03,Londrina
011,42,04,"Rio do Sul"
011,43,01,"Cruz Alta"
011,50,04,Iguatemi
011,51,02,"Médio Araguaia"
011,52,04,"Vão do Paranã"
012,13,04,Purus
012,15,04,Tomé-Açu
012,21,03,"Presidente Dutra"
012,22,03,"Chapadas do Extremo Sul Piauiense"
012,23,02,Canindé
012,24,02,"Seridó Oriental"
012,25,03,"Curimataú Ocidental"
012,26,03,"Brejo Pernambucano"
012,27,03,"São Miguel dos Campos"
012,28,03,Boquim
012,29,03,"Feira de Santana"
012,31,03,Araçuaí
012,32,04,"Cachoeiro de Itapemirim"
012,33,05,"Barra do Piraí"
012,35,02,Franca
012,41,03,Faxinal
012,42,04,Blumenau
012,43,01,Não-Me-Toque
012,51,03,"Alto Guaporé"
012,52,04,"Entorno de Brasília"
013,13,04,Madeira
013,15,04,Guamá
013,21,04,"Baixo Parnaíba Maranhense"
013,22,04,Picos
013,23,02,Baturité
013,24,03,"Baixa Verde"
013,25,03,"Curimataú Oriental"
013,26,04,"Mata Setentrional Pernambucana"
013,27,03,Penedo
013,28,03,Estância
013,29,04,Jeremoabo
013,31,03,"Pedra Azul"
013,32,04,Itapemirim
013,33,05,"Baía da Ilha Grande"
013,35,02,Jaboticabal
013,41,03,Ivaiporã
013,42,04,Itajaí
013,43,01,Soledade
013,51,03,"Tangará da Serra"
013,52,05,"Sudoeste de Goiás"
014,15,05,Itaituba
014,21,04,Chapadinha
014,22,04,"Pio IX"
014,23,02,Chorozinho
014,24,03,"Borborema Potiguar"
014,25,03,Esperança
014,26,04,"Vitória de Santo Antão"
014,29,04,"Euclides da Cunha"
014,31,03,Almenara
014,33,06,Vassouras
014,35,02,"Ribeirão Preto"
014,41,04,Assaí
014,42,04,Ituporanga
014,43,02,Guaporé
014,51,03,Jauru
014,52,05,"Vale do Rio dos Bois"
015,15,05,Altamira
015,21,04,Codó
015,22,04,"Alto Médio Canindé"
015,23,02,Cascavel
015,24,03,"Agreste Potiguar"
015,25,03,"Brejo Paraibano"
015,26,04,"Mata Meridional Pernambucana"
015,29,04,"Ribeira do Pombal"
015,31,04,"Teófilo Otoni"
015,33,06,Serrana
015,35,02,Batatais
015,41,04,"Cornélio Procópio"
015,42,05,Tijucas
015,43,02,Vacaria
015,51,04,"Alto Paraguai"
015,52,05,"Meia Ponte"
016,15,06,Tucuruí
016,21,04,"Coelho Neto"
016,23,03,Fortaleza
016,24,04,"Litoral Nordeste"
016,25,03,Guarabira
016,26,05,Itamaracá
016,29,04,Serrinha
016,31,04,Nanuque
016,33,06,Macacu-Caceribu
016,35,03,Andradina
016,41,04,Jacarezinho
016,42,05,Florianópolis
016,43,02,"Caxias do Sul"
016,51,04,"Rosário Oeste"
016,52,05,"Pires do Rio"
017,15,06,Paragominas
017,21,04,Caxias
017,23,03,Pacajus
017,24,04,Macaíba
017,25,03,"Campina Grande"
017,26,05,Recife
017,29,04,Alagoinhas
017,31,05,Ituiutaba
017,33,06,Itaguaí
017,35,03,Araçatuba
017,41,04,Ibaiti
017,42,05,Tabuleiro
017,43,03,Santiago
017,51,04,Cuiabá
017,52,05,Catalão
018,15,06,"São Félix do Xingu"
018,21,04,"Chapadas do Alto Itapecuru"
018,23,04,"Sertão de Cratéus"
018,24,04,Natal
018,25,03,Itabaiana
018,26,05,Suape
018,29,04,"Entre Rios"
018,31,05,Uberlândia
018,33,06,"Rio de Janeiro"
018,35,03,Birigui
018,41,04,"Wenceslau Braz"
018,42,06,Tubarão
018,43,03,"Santa Maria"
018,51,04,"Alto Pantanal"
018,52,05,Quirinópolis
019,15,06,Parauapebas
019,21,05,"Porto Franco"
019,23,04,"Sertão de Quixeramobim"
019,24,04,"Litoral Sul"
019,25,03,Umbuzeiro
019,26,05,"Fernando de Noronha"
019,29,05,Catu
019,31,05,Patrocínio
019,35,04,Lins
019,41,05,"Telêmaco Borba"
019,42,06,Criciúma
019,43,03,"Restinga Seca"
019,51,05,"Primavera do Leste"
020,15,06,Marabá
020,21,05,"Gerais de Balsas"
020,23,04,"Sertão de Inhamuns"
020,25,04,"Litoral Norte"
020,29,05,"Santo Antônio de Jesus"
020,31,05,"Patos de Minas"
020,35,04,Bauru
020,41,05,Jaguariaíva
020,42,06,Araranguá
020,43,04,"Santa Cruz do Sul"
020,51,05,Tesouro
021,15,06,Redenção
021,21,05,"Chapadas das Mangabeiras"
021,23,04,"Sertão de Senador Pompeu"
021,25,04,Sapé
021,29,05,Salvador
021,31,05,Frutal
021,35,04,Jaú
021,41,05,"Ponta Grossa"
021,43,04,Lajeado-Estrela
021,51,05,Rondonópolis
022,15,06,"Conceição do Araguaia"
022,23,05,"Litoral de Aracati"
022,25,04,"João Pessoa"
022,29,06,Boquira
022,31,05,Uberaba
022,35,04,Avaré
022,41,06,Toledo
022,43,04,"Cachoeira do Sul"
022,51,05,"Alto Araguaia"
023,23,05,"Baixo Jaguaribe"
023,25,04,"Litoral Sul"
023,29,06,Seabra
023,31,05,Araxá
023,35,04,Botucatu
023,41,06,Cascavel
023,43,05,Montenegro
024,23,05,"Médio Jaguaribe"
024,29,06,Jequié
024,31,06,"Três Marias"
024,35,05,Araraquara
024,41,06,"Foz do Iguaçu"
024,43,05,Gramado-Canela
025,23,05,"Serra do Pereiro"
025,29,06,"Livramento do Brumado"
025,31,06,Curvelo
025,35,05,"São Carlos"
025,41,07,Capanema
025,43,05,"São Jerônimo"
026,23,06,Iguatu
026,29,06,Guanambi
026,31,06,"Bom Despacho"
026,35,06,"Rio Claro"
026,41,07,"Francisco Beltrão"
026,43,05,"Porto Alegre"
027,23,06,"Várzea Alegre"
027,29,06,Brumado
027,31,07,"Sete Lagoas"
027,35,06,Limeira
027,41,07,"Pato Branco"
027,43,05,Osório
028,23,06,"Lavras da Mangabeira"
028,29,06,"Vitória da Conquista"
028,31,07,"Conceição do Mato Dentro"
028,35,06,Piracicaba
028,41,08,Pitanga
028,43,05,Camaquã
029,23,07,"Chapada do Araripe"
029,29,06,Itapetinga
029,31,07,"Pará de Minas"
029,35,07,Pirassununga
029,41,08,Guarapuava
029,43,06,"Campanha Ocidental"
030,23,07,Caririaçu
030,29,07,Valença
030,31,07,"Belo Horizonte"
030,35,07,"São João da Boa Vista"
030,41,08,Palmas
030,43,06,"Campanha Central"
031,23,07,Barro
031,29,07,Ilhéus-Itabuna
031,31,07,Itabira
031,35,07,"Mogi Mirim"
031,41,09,Prudentópolis
031,43,06,"Campanha Meridional"
032,23,07,Cariri
032,29,07,"Porto Seguro"
032,31,07,Itaguara
032,35,07,Campinas
032,41,09,Irati
032,43,07,"Serras de Sudeste"
033,23,07,"Brejo Santo"
033,31,07,"Ouro Preto"
033,35,07,Amparo
033,41,09,"União da Vitória"
033,43,07,Pelotas
034,31,07,"Conselheiro Lafaiete"
034,35,08,Dracena
034,41,09,"São Mateus do Sul"
034,43,07,Jaguarão
035,31,08,Guanhães
035,35,08,Adamantina
035,41,10,"Cerro Azul"
035,43,07,"Litoral Lagunar"
036,31,08,Peçanha
036,35,08,"Presidente Prudente"
036,41,10,Lapa
037,31,08,"Governador Valadares"
037,35,09,Tupã
037,41,10,Curitiba
038,31,08,Mantena
038,35,09,Marília
038,41,10,Paranaguá
039,31,08,Ipatinga
039,35,10,Assis
039,41,10,"Rio Negro"
040,31,08,Caratinga
040,35,10,Ourinhos
041,31,08,Aimorés
041,35,11,Itapeva
042,31,09,Piuí
042,35,11,Itapetininga
043,31,09,Divinópolis
043,35,11,Tatuí
044,31,09,Formiga
044,35,11,"Capão Bonito"
045,31,09,"Campo Belo"
045,35,12,Piedade
046,31,09,Oliveira
046,35,12,Sorocaba
047,31,10,Passos
047,35,12,Jundiaí
048,31,10,"São Sebastião do Paraíso"
048,35,12,"Bragança Paulista"
049,31,10,Alfenas
049,35,13,"Campos do Jordão"
050,31,10,Varginha
050,35,13,"São José dos Campos"
051,31,10,"Poços de Caldas"
051,35,13,Guaratinguetá
052,31,10,"Pouso Alegre"
052,35,13,Bananal
053,31,10,"Santa Rita do Sapucaí"
053,35,13,Paraibuna/Paraitinga
054,31,10,"São Lourenço"
054,35,13,Caraguatatuba
055,31,10,Andrelândia
055,35,14,Registro
056,31,10,Itajubá
056,35,14,Itanhaém
057,31,11,Lavras
057,35,15,Osasco
058,31,11,"São João Del Rei"
058,35,15,"Franco da Rocha"
059,31,11,Barbacena
059,35,15,Guarulhos
060,31,12,"Ponte Nova"
060,35,15,"Itapecerica da Serra"
061,31,12,Manhuaçu
061,35,15,"São Paulo"
062,31,12,Viçosa
062,35,15,"Mogi das Cruzes"
063,31,12,Muriaé
063,35,15,Santos
064,31,12,Ubá
065,31,12,"Juiz de Fora"
066,31,12,Cataguases
